place_id,title,address,maps_url,review_url,street,categories,services,labels,phone,review_count,rating,latitude,longitude,website,claimed,opening_hours,menu_link,booking_link,table_order_link,latest_post,municipality
"ChIJYzaZmcaZ9AIRk8e494N8L4U","Valincha car auto electrician 24 hours sarves",,"https://www.google.com/maps?cid=9597026237188458387",,,"Auto electrical service, Service establishment",,"","03178483915",,,31.3958616,74.2584396,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJ22ONPQAFGTkRQ1mUEEDdtE4","Shop","G9C5+5G4, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=5671401097992100163",,"G9C5+5G4","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJWf7fvEb_GDkRADxMdsfaBs4","Time Auto workshop","Main blvd, 580 mian chowk, Block A jubliee town, Lahore, Pakistan","https://www.google.com/maps?cid=14845793771891473408","https://search.google.com/local/reviews?placeid=ChIJWf7fvEb_GDkRADxMdsfaBs4&q=auto+repair+shop+lahore&authuser=0&hl=en","Main blvd, 580 mian chowk","Auto repair shop",,"Amenities: Mechanic","03004750386",9,2.8,31.4076895,74.1830664,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block A jubliee town"
"ChIJpWq8CQAFGTkRtRgTs5l4KMI","Punture Service","Pioneer Public School, Gulberg, Lahore, Pakistan","https://www.google.com/maps?cid=13990564843956148405",,"Pioneer Public School","Tire repair shop",,"Amenities: Mechanic",,,,31.5178308,74.35855699999999,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Gulberg"
"ChIJL-_blXAEGTkR2frXivlf-G4","Dilawar car Mechanic","G839+7PR, Shafi St, Ali Block Garden Town, Lahore, Pakistan","https://www.google.com/maps?cid=7996246663777221337","https://search.google.com/local/reviews?placeid=ChIJL-_blXAEGTkR2frXivlf-G4&q=auto+repair+shop+lahore&authuser=0&hl=en","G839+7PR, Shafi St","Car repair and maintenance service",,"","04235842526",8,4,31.503236299999998,74.319273,,"FALSE","",,,,,"Ali Block Garden Town"
"ChIJ52fGNA4BGTkRLctUS6d1cy4","Faiz e Aalam Autoworkshop and Oil Change","46 R Block Rd, Block R Phase 2 Johar Town, Lahore, Pakistan","https://www.google.com/maps?cid=3347148309450246957","https://search.google.com/local/reviews?placeid=ChIJ52fGNA4BGTkRLctUS6d1cy4&q=auto+repair+shop+lahore&authuser=0&hl=en","46 R Block Rd","Oil change service, Car repair and maintenance service, Store","Onsite services","Service options: Onsite services; Offerings: Oil change","03314940007",13,5,31.460419799999997,74.2728255,,"TRUE","Tuesday: 10 AM–9 PM, Wednesday: 10 AM–9 PM, Thursday: 10 AM–9 PM, Friday: 10 AM–9 PM, Saturday: 10 AM–9 PM, Sunday: Open 24 hours, Monday: 10 AM–9 PM",,,,,"Block R Phase 2 Johar Town"
"ChIJ86Im2qkFGTkRXRZeXrxFff4","Tire Shop Puncher","G9C5+5G4, Los nala, Block N Gulberg III, 07888, Pakistan","https://www.google.com/maps?cid=18337889933061920349","https://search.google.com/local/reviews?placeid=ChIJ86Im2qkFGTkRXRZeXrxFff4&q=auto+repair+shop+lahore&authuser=0&hl=en","G9C5+5G4, Los nala","Tire shop",,"Amenities: Mechanic","03224619323",1,5,31.5203906,74.35881669999999,,"FALSE","Tuesday: 10:30 AM–10 PM, Wednesday: 10 AM–10 PM, Thursday: 10 AM–10 PM, Friday: 10 AM–10 PM, Saturday: 10 AM–10 PM, Sunday: Closed, Monday: 10 AM–10 PM",,,,,"Block N Gulberg III"
"ChIJrzW5QYwBGTkRLa49nOh_qrU","Sundar Sharif auto workshop","Main Raiwind Rd, Block C Nawab Town, Lahore, Pakistan","https://www.google.com/maps?cid=13090415903936196141","https://search.google.com/local/reviews?placeid=ChIJrzW5QYwBGTkRLa49nOh_qrU&q=auto+repair+shop+lahore&authuser=0&hl=en","Main Raiwind Rd","Car repair and maintenance service",,"","03014142318",10,4,31.4546076,74.245616,,"TRUE","Tuesday: 8 AM–11 PM, Wednesday: 8–11 AM, Thursday: 8 AM–11 PM, Friday: 8 AM–11 PM, Saturday: 8 AM–11 PM, Sunday: 8 AM–11 PM, Monday: 8 AM–11 PM",,,,,"Block C Nawab Town"
"ChIJm1Ng7hsBGTkRWEgAQfVttTU","HS Auto WorkShop","F62W+P8J, Block D Nawab Town, Lahore, Pakistan","https://www.google.com/maps?cid=3870120354919762008",,"F62W+P8J","Mechanic",,"","03234371860",,,31.4518125,74.2458125,,"TRUE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"Block D Nawab Town"
"ChIJ6ys3fwAFGTkRak5FSDeY9To","Bismillah Autos","292 H1 City School Road, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=4248469186697055850",,"292 H1 City School Road","Auto repair shop",,"Amenities: Mechanic","03045039640",,,31.5203906,74.35881669999999,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Closed, Monday: Open 24 hours",,,,,"Block N Gulberg III"
"ChIJm6FyPgAFGTkRQIxqTYvu1Cs","Hasan Uato","G9C5+5G4, Ferozepur Rod Gagomata, Block N Chota Sowa, Lahore, Pakistan","https://www.google.com/maps?cid=3158411520760253504",,"G9C5+5G4, Ferozepur Rod Gagomata","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Chota Sowa"
"ChIJ4xWuArQPGTkR-nuRnjzEtq8","Shad Tours & Rent A Car","Main Canal Rd, near Harbanspura, Harbanspura, Lahore, Pakistan","https://www.google.com/maps?cid=12661523167036144634","https://search.google.com/local/reviews?placeid=ChIJ4xWuArQPGTkR-nuRnjzEtq8&q=auto+repair+shop+lahore&authuser=0&hl=en","Main Canal Rd, near Harbanspura","Car rental agency",,"","03244057755",34,4.9,31.571502799999998,74.4236918,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Harbanspura"
"ChIJTS4lf5ftZIARqRSouqQOjCY","Lahore Generator Repair",,"https://www.google.com/maps?cid=2777611170849756329","https://search.google.com/local/reviews?placeid=ChIJTS4lf5ftZIARqRSouqQOjCY&q=auto+repair+shop+lahore&authuser=0&hl=en",,"Repair service, Diesel engine repair service, Service establishment, Electric generator shop, Small engine repair service",,"","03214777635",254,5,31.4829403,74.3343893,"https://lahoregeneratorrepair.store/","TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJBSrLCAAFGTkRt6c6pMuoEL8","Haji Qasar adda dukki balochastan","G9C5+5G4, Lahore desele labatre Qsaer adda dukki balochsatan, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=13767689653458741175","https://search.google.com/local/reviews?placeid=ChIJBSrLCAAFGTkRt6c6pMuoEL8&q=auto+repair+shop+lahore&authuser=0&hl=en","G9C5+5G4, Lahore desele labatre Qsaer adda dukki balochsatan","Auto repair shop",,"Amenities: Mechanic",,1,5,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJe77YvJgFGTkR6bBb8Apw9pw","Rana chand auto's","G8GG+7JM, Fazlia Colony Lahore, 54000, Pakistan","https://www.google.com/maps?cid=11310350706472104169","https://search.google.com/local/reviews?placeid=ChIJe77YvJgFGTkR6bBb8Apw9pw&q=auto+repair+shop+lahore&authuser=0&hl=en","G8GG+7JM","Auto repair shop",,"Amenities: Mechanic","03044590854",4,4.5,31.525719,74.32656089999999,,"FALSE","Tuesday: Closed, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Closed, Saturday: Closed, Sunday: Closed, Monday: Closed",,,,,"Fazlia Colony"
"ChIJ-VDDGvwFGTkR5xpGfvvvvaI","Ahmad Honda Autos Gulberg","G965+F57, Gurumangat Rd, Block A1 Block A 1 Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=11726792868176992999","https://search.google.com/local/reviews?placeid=ChIJ-VDDGvwFGTkR5xpGfvvvvaI&q=auto+repair+shop+lahore&authuser=0&hl=en","G965+F57, Gurumangat Rd","Auto repair shop",,"Amenities: Mechanic","03004170120",1,5,31.511097399999997,74.3578184,,"FALSE","Tuesday: 9:30 AM–11 PM, Wednesday: 9:30 AM–11 PM, Thursday: 9:30 AM–11 PM, Friday: 9:30 AM–11 PM, Saturday: 9:30 AM–11 PM, Sunday: 9:30 AM–11 PM, Monday: 9:30 AM–11 PM",,,,,"Block A1 Block A 1 Gulberg III"
"ChIJ8QjUheoFGTkR81--YsSpkns","Bengali motor","Front on, 201 Shahrah-e-Quaid-e-Azam, Saiden Shah Colony Upper Mall Scheme, Lahore, Pakistan","https://www.google.com/maps?cid=8904366074200219635","https://search.google.com/local/reviews?placeid=ChIJ8QjUheoFGTkR81--YsSpkns&q=auto+repair+shop+lahore&authuser=0&hl=en","Front on, 201 Shahrah-e-Quaid-e-Azam","Mechanic",,"","03004533593",8,4.6,31.5390402,74.3599571,,"FALSE","",,,,,"Saiden Shah Colony Upper Mall Scheme"
"ChIJyeyzzKwBGTkRCyfsaSGVjWU","Bhai Bhai autoworkshop and car ac","42, Township, Township Block 10 Sector B 1 Lahore, 54770, Pakistan","https://www.google.com/maps?cid=7317668940290467595","https://search.google.com/local/reviews?placeid=ChIJyeyzzKwBGTkRCyfsaSGVjWU&q=auto+repair+shop+lahore&authuser=0&hl=en","42, Township","Auto tune up service",,"","03214194335",9,3.7,31.466186299999997,74.3092842,,"FALSE","",,,,,"Township Block 10 Sector B 1"
"ChIJD3ecdiUFGTkR69_NwbT14Go","Tyre Max - Gulberg","College Rd, Block P Ghalib Market Gulberg 2, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=7701425519497961451","https://search.google.com/local/reviews?placeid=ChIJD3ecdiUFGTkR69_NwbT14Go&q=auto+repair+shop+lahore&authuser=0&hl=en","College Rd","Tire shop, Tire service, Wheel store","Delivery, In-store pickup, In-store shopping, Onsite services","Service options: Delivery, In-store pickup, In-store shopping, Onsite services; Amenities: Mechanic, Restroom; Planning: Quick visit; Payments: Credit cards, Debit cards, NFC mobile payments, Credit cards; Parking: On-site parking","03054182477",20,4.9,31.520974199999998,74.35011209999999,,"TRUE","Tuesday: 10 AM–10 PM, Wednesday: 10 AM–10 PM, Thursday: 10 AM–10 PM, Friday: 10 AM–10 PM, Saturday: 10 AM–10 PM, Sunday: Closed, Monday: 10 AM–10 PM",,,,,"Block P Ghalib Market Gulberg 2"
"ChIJ90xVYQIEGTkRni_p1jiJkxQ","CarFirst Purchase Center - Metro Link Road Lahore","Metro Cash & Carry Parking، Link Road, Block G Model Town, Lahore, 54700, Pakistan","https://www.google.com/maps?cid=1482679579551805342","https://search.google.com/local/reviews?placeid=ChIJ90xVYQIEGTkRni_p1jiJkxQ&q=auto+repair+shop+lahore&authuser=0&hl=en","Metro Cash & Carry Parking، Link Road","Car inspection station, Used car dealer",,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot; Amenities: Mechanic","042111111227",142,3.8,31.4725836,74.3206872,,"TRUE","Tuesday: 10 AM–7 PM, Wednesday: 10 AM–7 PM, Thursday: 10 AM–7 PM, Friday: 10 AM–7 PM, Saturday: 10 AM–7 PM, Sunday: Closed, Monday: 10 AM–7 PM",,,,,"Block G Model Town"
"ChIJ_0h73TYFGTkRAx5gsU3WZK0","Bismillah motorcycle repair","G9C5+5G4 Bismillah motorcycle repair village GaGa, hedyara road, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=12494346895409290755","https://search.google.com/local/reviews?placeid=ChIJ_0h73TYFGTkRAx5gsU3WZK0&q=auto+repair+shop+lahore&authuser=0&hl=en","G9C5+5G4 Bismillah motorcycle repair village GaGa, hedyara road","Motorcycle repair shop",,"Amenities: Mechanic","03247343644",1,5,31.5203906,74.35881669999999,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block N Gulberg III"
"ChIJFzJWEysFGTkR_WZuW34PGU0","Gulberg Honda center","G965+74H, Block A 2 Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=5555488650712475389","https://search.google.com/local/reviews?placeid=ChIJFzJWEysFGTkR_WZuW34PGU0&q=auto+repair+shop+lahore&authuser=0&hl=en","G965+74H","Motorcycle repair shop",,"Amenities: Mechanic","03004178944",48,4.4,31.510730199999998,74.3578608,,"FALSE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 10 AM–6 PM, Monday: 9 AM–8 PM",,,,,"Block A 2 Gulberg III"
"ChIJISQaWQAFGTkR-loM6vHKDuQ","Numan Car Care Center","G9C5+5G4, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=16433295230684125946",,"G9C5+5G4","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJdyYtDgAFGTkRTo_lMhOtOpg","Sultan auto","G9C5+5G4, Block N Madina town, Lahore, Pakistan","https://www.google.com/maps?cid=10969270140384153422",,"G9C5+5G4","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Madina town"
"ChIJ4eF4Hg0FGTkRcx7iNecJUvc","Saleem Tyres","G9F3+3V9, Block Q Gulberg 2, Lahore, Pakistan","https://www.google.com/maps?cid=17821317564104580723","https://search.google.com/local/reviews?placeid=ChIJ4eF4Hg0FGTkRcx7iNecJUvc&q=auto+repair+shop+lahore&authuser=0&hl=en","G9F3+3V9","Tire shop",,"Amenities: Mechanic; Payments: Cash-only","03214559987",10,5,31.5226676,74.35474959999999,,"FALSE","Tuesday: 8 AM–9 PM, Wednesday: 8 AM–9 PM, Thursday: 8 AM–9 PM, Friday: 8 AM–9 PM, Saturday: 8 AM–9 PM, Sunday: Closed, Monday: 8 AM–9 PM",,,,,"Block Q Gulberg 2"
"ChIJ-bbJoM8FGTkRosCIdOH0vH0","USTAD ZAHID MAJA","G9C5+5G4, Unnamed Road, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=9060385799522533538",,"G9C5+5G4, Unnamed Road","Auto repair shop",,"Amenities: Mechanic","03044845231",,,31.5203906,74.35881669999999,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Closed, Monday: Open 24 hours",,,,,"Block N Gulberg III"
"ChIJfwv3Fh__GDkRIxYN1GRjh4U","Autobots Car Repairs","34 Street 48 Topaz Block, Park View City Lahore Topaz Block Park View, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=9621768413605860899",,"34 Street 48 Topaz Block","Car repair and maintenance service",,"","03009431663",,,31.454319899999998,74.2006878,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Park View City Lahore Topaz Block Park View"
"ChIJ891VwwuV3zgRBYf14o3EkXk","Jameel Auto Workshop","Ring road service line number 3, near Askari 11, Askari XI, gate, Pakistan","https://www.google.com/maps?cid=8759998863889499909","https://search.google.com/local/reviews?placeid=ChIJ891VwwuV3zgRBYf14o3EkXk&q=auto+repair+shop+lahore&authuser=0&hl=en","Ring road service line number 3, near Askari 11","Car repair and maintenance service",,"","03444302070",13,3.8,31.4641825,74.4303647,,"TRUE","",,,,,"Askari XI"
"ChIJW-W4YWeFiKYR68MZnFum9Vw","Classic Rent A Car harbancepura",,"https://www.google.com/maps?cid=6698442933174649835",,,"Rental car return location, Service establishment",,"","03214976124",,,31.4829403,74.3343893,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJMfsZawAFGTkRGBeMLc-7QNQ","United Hussain auto motorcycles shop","Hussain plaza, peer gali, road, Block N Walton, Lahore, 54750, Pakistan","https://www.google.com/maps?cid=15294430833046984472",,"Hussain plaza, peer gali, road","Motorcycle repair shop",,"Amenities: Mechanic","03214325030",,,31.5203906,74.35881669999999,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block N Walton"
"ChIJDXdbSAAFGTkRDIk-1yEQ0TM","MTI cool point lahore block d Gulberg 3 Al hafeez shoping mall","Al Hafeez Shopping Mall, Main Blvd Gulberg, Block D 1 Block D1 Gulberg III, Lahore, 54660, Pakistan","https://www.google.com/maps?cid=3733783303598016780",,"Al Hafeez Shopping Mall, Main Blvd Gulberg","Auto repair shop",,"Amenities: Mechanic",,,,31.5171308,74.3446513,,"TRUE","",,,,,"Block D 1 Block D1 Gulberg III"
"ChIJ56qABNEPGTkR5lWO0PNXfeQ","CAR DETAILING EXPERTS","Home service online, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=16464412517424059878","https://search.google.com/local/reviews?placeid=ChIJ56qABNEPGTkR5lWO0PNXfeQ&q=auto+repair+shop+lahore&authuser=0&hl=en","Home service online","Self service car wash",,"","03344885560",26,4.8,31.52037,74.358747,"https://carsdetailingexperts.com/","TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block N Gulberg III"
"ChIJbW_-aZQFGTkR4swDQWqojis","Butt Autos & Spare Parts","N Block, Shop # 2, Kashmir Rd, Gulberg 2, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=3138631164634582242","https://search.google.com/local/reviews?placeid=ChIJbW_-aZQFGTkR4swDQWqojis&q=auto+repair+shop+lahore&authuser=0&hl=en","N Block, Shop # 2, Kashmir Rd","Motorcycle parts store",,"","03024152707",18,4.6,31.526783199999997,74.3571158,,"TRUE","Tuesday: 9 AM–8:30 PM, Wednesday: 9 AM–8:30 PM, Thursday: 9 AM–8:30 PM, Friday: 10 AM–8:30 PM, Saturday: 9 AM–8:30 PM, Sunday: 10:30 AM–5:30 PM, Monday: 9 AM–8:30 PM",,,,,"Gulberg 2"
"ChIJ9b-YNAAFGTkRfhaeLEp3xy8","Pana","G9C5+5G4, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=3442851600607876734",,"G9C5+5G4","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJuYUPy4MFGTkRZqWLdZk0DIA","Asif Traders - Tyre Shop","99-B Hussain Chowk, 3 MM Alam Rd, Block B 3 Gulberg, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=9226807570282030438","https://search.google.com/local/reviews?placeid=ChIJuYUPy4MFGTkRZqWLdZk0DIA&q=auto+repair+shop+lahore&authuser=0&hl=en","99-B Hussain Chowk, 3 MM Alam Rd","Tire shop, Wheel alignment service, Wheel store","Delivery, In-store pickup, In-store shopping, Onsite services","Service options: Delivery, In-store pickup, In-store shopping, Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating; Offerings: Oil change; Amenities: Gender-neutral restroom, Mechanic, Restroom, Wi-Fi, Wi-Fi; Planning: Quick visit; Payments: Checks, Credit cards, Debit cards, NFC mobile payments, Credit cards; Parking: Free parking garage, Free parking lot, Free street parking, On-site parking","03055551960",394,4.7,31.505886099999998,74.34974869999999,"https://asiftraders.org/","TRUE","Tuesday: 10 AM–10 PM, Wednesday: 10 AM–10 PM, Thursday: 10 AM–10 PM, Friday: 10 AM–10 PM, Saturday: 10 AM–10 PM, Sunday: 10 AM–10 PM, Monday: 10 AM–10 PM",,,,,"Block B3 Block B 3 Gulberg"
"ChIJS7MDtU8FGTkR_v6FbO5BGX0","Al -saudia Auto workshop","Sheikhupra Lahore road Main, 1 Road, Block N Gulberg III, Faisalabad, 38000, Pakistan","https://www.google.com/maps?cid=9014308621437501182",,"Sheikhupra Lahore road Main, 1 Road","Auto parts store",,"","03137252572",,,31.5203906,74.35881669999999,,"TRUE","Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: Closed, Saturday: Open 24 hours, Sunday: 9 AM–7 PM, Monday: 9 AM–7 PM",,,,,"Block N Gulberg III"
"ChIJAYwgThUFGTkRROwwf7AZzbY","M.S Tyre","Gurumangat Rd, Jinnah Park Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=13172212730967419972","https://search.google.com/local/reviews?placeid=ChIJAYwgThUFGTkRROwwf7AZzbY&q=auto+repair+shop+lahore&authuser=0&hl=en","Gurumangat Rd","Tire shop",,"Amenities: Mechanic; Payments: Debit cards, NFC mobile payments, Credit cards","03334543456",7,4.1,31.521790799999998,74.3573388,,"TRUE","Tuesday: 8 AM–8 PM, Wednesday: 8 AM–8 PM, Thursday: 8 AM–8 PM, Friday: 8 AM–8 PM, Saturday: 8 AM–8 PM, Sunday: 9:30 AM–8 PM, Monday: 8 AM–8 PM",,,,,"Jinnah Park Block N Gulberg III"
"ChIJQcSEVFUEGTkRJ0tBtMwqAXg","Suzuki Madni Motors","43 D, Industrial Area Block N Gulberg 2, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=8647239818213935911","https://search.google.com/local/reviews?placeid=ChIJQcSEVFUEGTkRJ0tBtMwqAXg&q=auto+repair+shop+lahore&authuser=0&hl=en","43 D","Suzuki dealer, Auto body shop, Car dealer, Oil change service","Delivery, Onsite services","Service options: Delivery, Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot; Offerings: Car wash, Oil change, Repair services; Payments: Checks, Credit cards, Debit cards, Credit cards","03334751567",1454,4.6,31.520032999999998,74.358606,"http://www.madnimotors.com/","TRUE","Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–6 PM, Sunday: Closed, Monday: 9 AM–6 PM",,,,,"Industrial Area Block N Gulberg 2"
"ChIJkVFCYgAFGTkR86q2MW1ek80","شکیل الیکٹرانکس","G9C5+5G4, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=14813287422430194419",,"G9C5+5G4","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJh0FyY-z6oW8RMipA74QSgpE","Harris Rant a car",,"https://www.google.com/maps?cid=10484963244630878770",,,"Driving school, Service establishment",,"","03078790422",,,31.577010599999998,74.4276806,,"TRUE","Tuesday: 12 PM–12 AM, Wednesday: 12 PM–12 AM, Thursday: 12 PM–12 AM, Friday: 2 AM–12 AM, Saturday: 2 AM–12 AM, Sunday: Closed, Monday: 12 PM–12 AM",,,,,
"ChIJJ6wtQwAFGTkRYKeKUaqZVVg","M Waqasurfkashi1","G9C5+5F5,e, Pakistan, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=6365162605149595488",,"G9C5+5F5,e, Pakistan","Auto repair shop",,"Amenities: Mechanic",,,,31.520409899999997,74.3588087,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJmWkN0r8FGTkRZtV6vAPogYk","JAC Rajpoot Motors","G9C4+MQ6, Gurumangat Rd, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=9908455757936514406","https://search.google.com/local/reviews?placeid=ChIJmWkN0r8FGTkRZtV6vAPogYk&q=auto+repair+shop+lahore&authuser=0&hl=en","G9C4+MQ6, Gurumangat Rd","Car dealer",,"","03004047300",19,3.6,31.521663699999998,74.35688379999999,,"FALSE","Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–6 PM, Sunday: Closed, Monday: 9 AM–6 PM",,,,,"Block N Gulberg III"
"ChIJAQmms98FGTkR7UQo4_Cs09U","Expo Auto","Plot#12 J2, near Expo Centre, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=15407848900767794413",,"Plot#12 J2, near Expo Centre","Auto restoration service",,"",,,,31.5203906,74.35881669999999,,"TRUE","",,,,,"Block N Gulberg III"
"ChIJU_v1DwAFGTkR6DiG2tb-2E4","Ajmal Auto Electrician","G9G6+353, Christian Colony, Lahore, Pakistan","https://www.google.com/maps?cid=5681571128670566632",,"G9G6+353","Auto repair shop",,"Amenities: Mechanic",,,,31.525124899999998,74.3603071,,"FALSE","",,,,,"Christian Colony"
"ChIJj3yE5RwFGTkRnUVHy4bReOw","Fareed Motors","G9C5+5G4, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=17039599567022540189","https://search.google.com/local/reviews?placeid=ChIJj3yE5RwFGTkRnUVHy4bReOw&q=auto+repair+shop+lahore&authuser=0&hl=en","G9C5+5G4","Auto body shop",,"Amenities: Mechanic",,1,5,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
"ChIJv5EaOngFGTkR5d5e5O6i6dk","Shahzad Auto Workshop & Mechanic","7, Abu Bakar Block Garden Town, Lahore, Pakistan","https://www.google.com/maps?cid=15702260722721283813","https://search.google.com/local/reviews?placeid=ChIJv5EaOngFGTkR5d5e5O6i6dk&q=auto+repair+shop+lahore&authuser=0&hl=en","7","Auto repair shop",,"Amenities: Mechanic; Payments: Cash-only","03008141899",46,4.1,31.5138544,74.3280563,,"TRUE","",,,,,"Abu Bakar Block Garden Town"
"ChIJLW6NSgAFGTkRcJizrxL2C3o","جمشید آٹو ورکشاپ","جمشید آ ٹوور کشاپ, 17 کلومیٹرفرروز پور روڈ, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=8794393257488652400",,"جمشید آ ٹوور کشاپ, 17 کلومیٹرفرروز پور روڈ","Auto repair shop",,"Amenities: Mechanic",,,,31.5203906,74.35881669999999,,"FALSE","",,,,,"Block N Gulberg III"
